Laufnr	TaktNr	StückP	HöheP	Schläge	SchlTyp	NKorr	KKorr	Dauer	Länge	End	KlavTon	Frequency     	DeltaFT
438	11	15600	85	3	4	36	0	240	240	15840	51	1046.502	0.149101
439	11	15600	80	3	4	37	1	240	240	15840	54	1244.507	0.177312
440	11	15600	65	3	4	40	1	240	240	15840	59	1661.218	0.236683
441	11	14400	250	3	4	15	1	120	120	14640	16	138.5913	0.019745
442	11	14400	215	3	4	22	1	120	120	14640	28	277.1826	0.039491
443	11	14640	250	3	4	15	1	120	120	14760	16	138.5913	0.019745
444	11	14640	215	3	4	22	1	120	120	14760	28	277.1826	0.039491
445	11	14760	250	3	4	15	1	120	120	14880	16	138.5913	0.019745
446	11	14760	215	3	4	22	1	120	120	14880	28	277.1826	0.039491
447	11	14880	270	3	4	11	1	240	240	15120	9	92.49860	0.013178
448	11	14880	235	3	4	18	1	240	240	15120	21	184.9972	0.026357
449	11	15120	265	3	4	12	1	240	240	15360	11	103.8261	0.014792
450	11	15120	230	3	4	19	1	240	240	15360	23	207.6523	0.029585
451	11	15360	260	3	4	13	0	240	240	15600	12	110	0.015672
452	11	15360	225	3	4	20	0	240	240	15600	24	220	0.031344
453	11	15600	265	3	4	12	1	240	240	15840	11	103.8261	0.014792
454	11	15600	230	3	4	19	1	240	240	15840	23	207.6523	0.029585
457	12	15840	110	3	4	31	0	240	240	16080	43	659.2551	0.093927
458	12	15840	100	3	4	33	1	240	240	16080	47	830.6093	0.118341
459	12	15840	85	3	4	36	1	240	240	16080	52	1108.730	0.157967
460	12	15840	75	3	4	38	0	240	240	16080	55	1318.510	0.187855
461	12	16080	120	3	4	29	1	240	240	16320	40	554.3652	0.078983
462	12	16080	115	3	4	30	1	240	240	16320	42	622.2539	0.088656
463	12	16080	100	3	4	33	0	240	240	16320	46	783.9908	0.111699
464	12	16080	95	3	4	34	1	240	240	16320	49	932.3275	0.132834
465	12	16080	80	3	4	37	1	240	240	16320	54	1244.507	0.177312
466	12	16320	120	3	4	29	0	240	240	16560	39	523.2511	0.074550
467	12	16320	115	3	4	30	1	240	240	16560	42	622.2539	0.088656
468	12	16320	100	3	4	33	1	240	240	16560	47	830.6093	0.118341
469	12	16320	85	3	4	36	0	240	240	16560	51	1046.502	0.149101
470	12	16560	115	3	4	30	1	60	60	16680	42	622.2539	0.088656
471	12	16560	80	3	4	37	1	60	60	16680	54	1244.507	0.177312
472	12	16680	115	3	4	30	1	60	60	16800	42	622.2539	0.088656
473	12	16680	80	3	4	37	1	60	60	16800	54	1244.507	0.177312
474	12	16800	115	3	4	30	1	60	60	16920	42	622.2539	0.088656
475	12	16800	80	3	4	37	1	60	60	16920	54	1244.507	0.177312
476	12	16920	115	3	4	30	1	60	60	17040	42	622.2539	0.088656
477	12	16920	80	3	4	37	1	60	60	17040	54	1244.507	0.177312
478	12	17040	115	3	4	30	1	60	60	17160	42	622.2539	0.088656
479	12	17040	80	3	4	37	1	60	60	17160	54	1244.507	0.177312
480	12	17160	115	3	4	30	1	60	60	17280	42	622.2539	0.088656
481	12	17160	80	3	4	37	1	60	60	17280	54	1244.507	0.177312
482	12	15840	250	3	4	15	1	240	240	16080	16	138.5913	0.019745
483	12	15840	215	3	4	22	1	240	240	16080	28	277.1826	0.039491
484	12	16080	245	3	4	16	1	240	240	16320	18	155.5634	0.022164
485	12	16080	210	3	4	23	1	240	240	16320	30	311.1269	0.044328
486	12	16320	230	3	4	19	1	240	240	16560	23	207.6523	0.029585
487	12	16320	210	3	4	23	1	240	240	16560	30	311.1269	0.044328
488	12	16320	195	3	4	26	1	240	240	16560	35	415.3046	0.059170
489	12	16560	245	3	4	16	1	60	60	16680	18	155.5634	0.022164
490	12	16560	210	3	4	23	1	60	60	16680	30	311.1269	0.044328
491	12	16680	245	3	4	16	1	60	60	16800	18	155.5634	0.022164
492	12	16680	210	3	4	23	1	60	60	16800	30	311.1269	0.044328
493	12	16800	245	3	4	16	1	60	60	16920	18	155.5634	0.022164
494	12	16800	210	3	4	23	1	60	60	16920	30	311.1269	0.044328
495	12	16920	245	3	4	16	1	60	60	17040	18	155.5634	0.022164
496	12	16920	210	3	4	23	1	60	60	17040	30	311.1269	0.044328
497	12	17040	245	3	4	16	1	60	60	17160	18	155.5634	0.022164
498	12	17040	210	3	4	23	1	60	60	17160	30	311.1269	0.044328
499	12	17160	245	3	4	16	1	60	60	17280	18	155.5634	0.022164
500	12	17160	210	3	4	23	1	60	60	17280	30	311.1269	0.044328
503	13	17280	85	3	4	36	1	240	240	17520	52	1108.730	0.157967
504	13	17280	80	3	4	37	1	240	240	17520	54	1244.507	0.177312
505	13	17280	70	3	4	39	1	240	240	17520	57	1479.977	0.210861
506	13	17280	60	3	4	41	1	240	240	17520	61	1864.655	0.265668
507	13	17280	45	3	4	44	1	240	240	17520	66	2489.015	0.354624
509	13	17640	95	3	4	34	1	120	120	17760	49	932.3275	0.132834
510	13	17640	85	3	4	36	1	120	120	17760	52	1108.730	0.157967
511	13	17640	80	3	4	37	1	120	120	17760	54	1244.507	0.177312
512	13	17640	60	3	4	41	1	120	120	17760	61	1864.655	0.265668
513	13	17760	95	3	4	34	1	120	120	18000	49	932.3275	0.132834
514	13	17760	85	3	4	36	1	120	120	18000	52	1108.730	0.157967
515	13	17760	80	3	4	37	1	120	120	18000	54	1244.507	0.177312
516	13	17760	60	3	4	41	1	120	120	18000	61	1864.655	0.265668
517	13	18000	115	3	4	30	0	80	80	18080	41	587.3295	0.083680
518	13	18080	115	3	4	30	1	40	40	18160	42	622.2539	0.088656
519	13	18160	105	3	4	32	0	80	80	18240	44	698.4564	0.099513
520	13	18240	115	3	4	30	1	120	120	18480	42	622.2539	0.088656
521	13	18480	85	3	4	36	0	120	120	18720	51	1046.502	0.149101
522	13	18480	80	3	4	37	1	120	120	18720	54	1244.507	0.177312
523	13	18480	65	3	4	40	1	120	120	18720	59	1661.218	0.236683
524	13	18480	50	3	4	43	0	120	120	18720	63	2093.004	0.298202
527	13	17280	280	3	4	9	1	240	240	17520	6	77.78174	0.011082
528	13	17280	245	3	4	16	1	240	240	17520	18	155.5634	0.022164
530	13	17640	195	3	4	26	0	120	120	17760	34	391.9954	0.055849
531	13	17640	190	3	4	27	1	120	120	17760	37	466.1637	0.066417
532	13	17640	180	3	4	29	1	120	120	17760	40	554.3652	0.078983
533	13	17640	175	3	4	30	1	120	120	17760	42	622.2539	0.088656
534	13	17640	160	3	4	33	0	120	120	17760	46	783.9908	0.111699
535	13	17760	195	3	4	26	0	120	120	18000	34	391.9954	0.055849
536	13	17760	190	3	4	27	1	120	120	18000	37	466.1637	0.066417
537	13	17760	180	3	4	29	1	120	120	18000	40	554.3652	0.078983
538	13	17760	175	3	4	30	1	120	120	18000	42	622.2539	0.088656
539	13	17760	160	3	4	33	0	120	120	18000	46	783.9908	0.111699
540	13	18000	210	3	4	23	0	80	80	18080	29	293.6647	0.041840
541	13	18080	210	3	4	23	1	80	80	18160	30	311.1269	0.044328
542	13	18160	200	3	4	25	0	80	80	18240	32	349.2282	0.049756
543	13	18240	210	3	4	23	1	120	120	18480	30	311.1269	0.044328
544	13	18480	265	3	4	12	1	120	120	18720	11	103.8261	0.014792
545	13	18480	230	3	4	19	1	120	120	18720	23	207.6523	0.029585
546	14	18720	85	3	4	36	1	240	240	18960	52	1108.730	0.157967
547	14	18720	80	3	4	37	1	240	240	18960	54	1244.507	0.177312
548	14	18720	65	3	4	40	0	240	240	18960	58	1567.981	0.223399
549	14	18720	60	3	4	41	1	240	240	18960	61	1864.655	0.265668
550	14	18720	45	3	4	44	1	240	240	18960	66	2489.015	0.354624
551	14	18960	95	3	4	34	1	80	80	19040	49	932.3275	0.132834
552	14	18960	85	3	4	36	1	80	80	19040	52	1108.730	0.157967
553	14	18960	80	3	4	37	1	80	80	19040	54	1244.507	0.177312
554	14	18960	60	3	4	41	1	80	80	19040	61	1864.655	0.265668
555	14	19040	95	3	4	34	1	80	80	19120	49	932.3275	0.132834
556	14	19040	85	3	4	36	1	80	80	19120	52	1108.730	0.157967
557	14	19040	80	3	4	37	1	80	80	19120	54	1244.507	0.177312
558	14	19040	60	3	4	41	1	80	80	19120	61	1864.655	0.265668
559	14	19120	95	3	4	34	1	80	80	19200	49	932.3275	0.132834
560	14	19120	85	3	4	36	1	80	80	19200	52	1108.730	0.157967
561	14	19120	80	3	4	37	1	80	80	19200	54	1244.507	0.177312
562	14	19120	60	3	4	41	1	80	80	19200	61	1864.655	0.265668
563	14	19200	95	3	4	34	1	120	120	19440	49	932.3275	0.132834
564	14	19200	85	3	4	36	1	120	120	19440	52	1108.730	0.157967
565	14	19200	80	3	4	37	1	120	120	19440	54	1244.507	0.177312
566	14	19200	60	3	4	41	1	120	120	19440	61	1864.655	0.265668
567	14	19440	115	3	4	30	0	80	80	19520	41	587.3295	0.083680
568	14	19520	115	3	4	30	1	40	40	19600	42	622.2539	0.088656
569	14	19600	105	3	4	32	0	80	80	19680	44	698.4564	0.099513
570	14	19680	115	3	4	30	1	240	240	19920	42	622.2539	0.088656
571	14	19920	85	3	4	36	0	120	120	20160	51	1046.502	0.149101
572	14	19920	80	3	4	37	1	120	120	20160	54	1244.507	0.177312
573	14	19920	65	3	4	40	1	120	120	20160	59	1661.218	0.236683
574	14	19920	50	3	4	43	0	120	120	20160	63	2093.004	0.298202
577	14	18720	280	3	4	9	1	240	240	18960	6	77.78174	0.011082
578	14	18720	245	3	4	16	1	240	240	18960	18	155.5634	0.022164
579	14	18960	195	3	4	26	0	80	80	19040	34	391.9954	0.055849
580	14	18960	190	3	4	27	1	80	80	19040	37	466.1637	0.066417
581	14	18960	180	3	4	29	1	80	80	19040	40	554.3652	0.078983
582	14	18960	175	3	4	30	1	80	80	19040	42	622.2539	0.088656
583	14	18960	160	3	4	33	0	80	80	19040	46	783.9908	0.111699
584	14	19040	195	3	4	26	0	40	40	19120	34	391.9954	0.055849
585	14	19040	190	3	4	27	1	40	40	19120	37	466.1637	0.066417
586	14	19040	180	3	4	29	1	40	40	19120	40	554.3652	0.078983
587	14	19040	175	3	4	30	1	40	40	19120	42	622.2539	0.088656
588	14	19040	160	3	4	33	0	40	40	19120	46	783.9908	0.111699
589	14	19120	195	3	4	26	0	80	80	19200	34	391.9954	0.055849
590	14	19120	190	3	4	27	1	80	80	19200	37	466.1637	0.066417
591	14	19120	180	3	4	29	1	80	80	19200	40	554.3652	0.078983
592	14	19120	175	3	4	30	1	80	80	19200	42	622.2539	0.088656
593	14	19120	160	3	4	33	0	80	80	19200	46	783.9908	0.111699
594	14	19200	195	3	4	26	0	240	240	19440	34	391.9954	0.055849
595	14	19200	190	3	4	27	1	240	240	19440	37	466.1637	0.066417
596	14	19200	180	3	4	29	1	240	240	19440	40	554.3652	0.078983
597	14	19200	175	3	4	30	1	240	240	19440	42	622.2539	0.088656
598	14	19200	160	3	4	33	0	240	240	19440	46	783.9908	0.111699
599	14	19440	210	3	4	23	0	80	80	19520	29	293.6647	0.041840
600	14	19520	210	3	4	23	1	80	80	19600	30	311.1269	0.044328
601	14	19600	200	3	4	25	0	80	80	19680	32	349.2282	0.049756
602	14	19680	210	3	4	23	1	120	120	19920	30	311.1269	0.044328
603	14	19920	265	3	4	12	1	120	120	20160	11	103.8261	0.014792
604	14	19920	230	3	4	19	1	120	120	20160	23	207.6523	0.029585
605	15	20160	85	3	4	36	1	120	120	20400	52	1108.730	0.157967
606	15	20160	70	3	4	39	1	120	120	20400	57	1479.977	0.210861
607	15	20160	50	3	4	43	1	120	120	20400	64	2217.461	0.315934
608	15	20400	105	3	4	32	1	80	80	20480	45	739.9888	0.105430
609	15	20400	85	3	4	36	1	80	80	20480	52	1108.730	0.157967
610	15	20400	70	3	4	39	1	80	80	20480	57	1479.977	0.210861
611	15	20480	105	3	4	32	1	80	80	20560	45	739.9888	0.105430
612	15	20480	85	3	4	36	1	80	80	20560	52	1108.730	0.157967
613	15	20480	70	3	4	39	1	80	80	20560	57	1479.977	0.210861
614	15	20560	105	3	4	32	1	80	80	20640	45	739.9888	0.105430
615	15	20560	85	3	4	36	1	80	80	20640	52	1108.730	0.157967
616	15	20560	70	3	4	39	1	80	80	20640	57	1479.977	0.210861
617	15	20640	105	3	4	32	1	120	120	20880	45	739.9888	0.105430
618	15	20640	85	3	4	36	1	120	120	20880	52	1108.730	0.157967
619	15	20640	70	3	4	39	1	120	120	20880	57	1479.977	0.210861
620	15	20880	100	3	4	33	1	240	240	21120	47	830.6093	0.118341
621	15	20880	85	3	4	36	1	240	240	21120	52	1108.730	0.157967
622	15	20880	75	3	4	38	0	240	240	21120	55	1318.510	0.187855
623	15	20880	65	3	4	40	1	240	240	21120	59	1661.218	0.236683
624	15	21120	95	3	4	34	0	240	240	21360	48	879.9999	0.125378
625	15	21120	85	3	4	36	1	240	240	21360	52	1108.730	0.157967
626	15	21120	75	3	4	38	0	240	240	21360	55	1318.510	0.187855
627	15	21120	60	3	4	41	0	240	240	21360	60	1760	0.250757
628	15	21360	95	3	4	34	0	240	240	21600	48	879.9999	0.125378
629	15	21360	90	3	4	35	0	240	240	21600	50	987.7666	0.140732
630	15	21360	80	3	4	37	1	240	240	21600	54	1244.507	0.177312
631	15	21360	55	3	4	42	0	240	240	21600	62	1975.533	0.281465
634	15	20160	260	3	4	13	0	240	240	20400	12	110	0.015672
635	15	20160	225	3	4	20	0	240	240	20400	24	220	0.031344
636	15	20400	225	3	4	20	0	80	80	20480	24	220	0.031344
637	15	20400	190	3	4	27	0	80	80	20480	36	440	0.062689
638	15	20480	225	3	4	20	0	80	80	20560	24	220	0.031344
639	15	20480	190	3	4	27	0	80	80	20560	36	440	0.062689
640	15	20560	225	3	4	20	0	80	80	20640	24	220	0.031344
641	15	20560	190	3	4	27	0	80	80	20640	36	440	0.062689
642	15	20640	225	3	4	20	0	240	240	20880	24	220	0.031344
643	15	20640	190	3	4	27	0	240	240	20880	36	440	0.062689
644	15	20880	230	3	4	19	1	240	240	21120	23	207.6523	0.029585
645	15	20880	195	3	4	26	1	240	240	21120	35	415.3046	0.059170
646	15	21120	235	3	4	18	1	240	240	21360	21	184.9972	0.026357
647	15	21120	200	3	4	25	1	240	240	21360	33	369.9944	0.052715
648	15	21360	255	3	4	14	0	240	240	21600	14	123.4708	0.017591
649	15	21360	220	3	4	21	0	240	240	21600	26	246.9416	0.035183
650	16	21600	110	3	4	31	0	240	240	21840	43	659.2551	0.093927
651	16	21600	100	3	4	33	1	240	240	21840	47	830.6093	0.118341
652	16	21600	75	3	4	38	0	240	240	21840	55	1318.510	0.187855
653	16	21840	110	3	4	31	0	180	180	22020	43	659.2551	0.093927
654	16	21840	95	3	4	34	0	180	180	22020	48	879.9999	0.125378
655	16	21840	75	3	4	38	0	180	180	22020	55	1318.510	0.187855
656	16	22020	110	3	4	31	0	60	60	22080	43	659.2551	0.093927
657	16	22020	75	3	4	38	0	60	60	22080	55	1318.510	0.187855
658	16	22080	110	3	4	31	0	240	240	22320	43	659.2551	0.093927
659	16	22080	95	3	4	34	0	240	240	22320	48	879.9999	0.125378
660	16	22080	75	3	4	38	0	240	240	22320	55	1318.510	0.187855
661	16	22277	75	3	4	38	0	43	43	22320	55	1318.510	0.187855
662	16	22320	115	3	4	30	0	120	120	22440	41	587.3295	0.083680
663	16	22320	80	3	4	37	0	120	120	22440	53	1174.659	0.167360
664	16	22440	120	3	4	29	1	120	120	22560	40	554.3652	0.078983
665	16	22440	85	3	4	36	1	120	120	22560	52	1108.730	0.157967
666	16	22560	80	3	4	37	0	240	240	22800	53	1174.659	0.167360
667	16	22757	80	3	4	37	0	43	43	22800	53	1174.659	0.167360
668	16	22800	85	3	4	36	1	120	120	22920	52	1108.730	0.157967
669	16	22920	90	3	4	35	0	0	120	23040	50	987.7666	0.140732
672	16	22320	95	3	4	34	0	240	240	22560	48	879.9999	0.125378
673	16	22560	115	3	4	30	0	240	240	22800	41	587.3295	0.083680
674	16	22560	100	3	4	33	1	240	240	22800	47	830.6093	0.118341
675	16	22800	115	3	4	30	0	240	240	23040	41	587.3295	0.083680
676	16	22800	110	3	4	31	0	240	240	23040	43	659.2551	0.093927
677	16	22800	100	3	4	33	1	240	240	23040	47	830.6093	0.118341
678	16	21600	240	3	4	17	0	240	240	21840	19	164.8137	0.023481
679	16	21600	205	3	4	24	0	240	240	21840	31	329.6275	0.046963
680	16	21840	250	3	4	15	1	240	240	22080	16	138.5913	0.019745
681	16	21840	215	3	4	22	1	240	240	22080	28	277.1826	0.039491
682	16	22080	235	3	4	18	1	240	240	22320	21	184.9972	0.026357
683	16	22080	200	3	4	25	1	240	240	22320	33	369.9944	0.052715
684	16	22320	255	3	4	14	0	240	240	22560	14	123.4708	0.017591
685	16	22320	220	3	4	21	0	240	240	22560	26	246.9416	0.035183
686	16	22560	240	3	4	17	0	240	240	22800	19	164.8137	0.023481
687	16	22560	205	3	4	24	0	240	240	22800	31	329.6275	0.046963
688	16	22800	275	3	4	10	0	240	240	23040	7	82.40688	0.011740
689	16	22800	240	3	4	17	0	240	240	23040	19	164.8137	0.023481
690	17	23040	130	3	4	27	0	240	240	23280	36	440	0.062689
691	17	23040	120	3	4	29	1	240	240	23280	40	554.3652	0.078983
692	17	23040	95	3	4	34	0	240	240	23280	48	879.9999	0.125378
694	17	23400	120	3	4	29	1	120	120	23520	40	554.3652	0.078983
695	17	23400	110	3	4	31	0	120	120	23520	43	659.2551	0.093927
696	17	23520	120	3	4	29	1	120	120	23760	40	554.3652	0.078983
697	17	23520	110	3	4	31	0	120	120	23760	43	659.2551	0.093927
699	17	23880	120	3	4	29	1	60	60	24000	40	554.3652	0.078983
700	17	23880	110	3	4	31	0	60	60	24000	43	659.2551	0.093927
701	17	24000	115	3	4	30	0	60	60	24120	41	587.3295	0.083680
702	17	24000	105	3	4	32	1	60	60	24120	45	739.9888	0.105430
703	17	24120	115	3	4	30	0	60	60	24240	41	587.3295	0.083680
704	17	24120	100	3	4	33	1	60	60	24240	47	830.6093	0.118341
705	17	24240	115	3	4	30	0	60	60	24360	41	587.3295	0.083680
706	17	24240	95	3	4	34	0	60	60	24360	48	879.9999	0.125378
707	17	24360	115	3	4	30	0	60	60	24480	41	587.3295	0.083680
708	17	24360	90	3	4	35	0	60	60	24480	50	987.7666	0.140732
709	17	23040	260	3	4	13	0	240	240	23280	12	110	0.015672
710	17	23040	225	3	4	20	0	240	240	23280	24	220	0.031344
712	17	23400	225	3	4	20	0	120	120	23520	24	220	0.031344
713	17	23400	205	3	4	24	0	120	120	23520	31	329.6275	0.046963
714	17	23400	190	3	4	27	0	120	120	23520	36	440	0.062689
715	17	23520	225	3	4	20	0	120	120	23760	24	220	0.031344
716	17	23520	205	3	4	24	0	120	120	23760	31	329.6275	0.046963
717	17	23520	190	3	4	27	0	120	120	23760	36	440	0.062689
719	17	23880	225	3	4	20	0	60	60	24000	24	220	0.031344
720	17	23880	205	3	4	24	0	60	60	24000	31	329.6275	0.046963
721	17	23880	190	3	4	27	0	60	60	24000	36	440	0.062689
722	17	24000	225	3	4	20	0	60	60	24120	24	220	0.031344
723	17	24000	205	3	4	24	0	60	60	24120	31	329.6275	0.046963
724	17	24000	185	3	4	28	0	60	60	24120	38	493.8833	0.070366
725	17	24120	225	3	4	20	0	60	60	24240	24	220	0.031344
726	17	24120	205	3	4	24	0	60	60	24240	31	329.6275	0.046963
727	17	24120	185	3	4	28	0	60	60	24240	38	493.8833	0.070366
728	17	24240	225	3	4	20	0	60	60	24360	24	220	0.031344
729	17	24240	205	3	4	24	0	60	60	24360	31	329.6275	0.046963
730	17	24240	185	3	4	28	0	60	60	24360	38	493.8833	0.070366
731	17	24360	225	3	4	20	0	60	60	24480	24	220	0.031344
732	17	24360	205	3	4	24	0	60	60	24480	31	329.6275	0.046963
733	17	24360	185	3	4	28	0	60	60	24480	38	493.8833	0.070366
736	18	24480	120	3	4	29	1	360	360	24840	40	554.3652	0.078983
737	18	24480	85	3	4	36	1	360	360	24840	52	1108.730	0.157967
738	18	24840	120	3	4	29	1	120	120	24960	40	554.3652	0.078983
739	18	24840	95	3	4	34	0	120	120	24960	48	879.9999	0.125378
740	18	24960	120	3	4	29	1	240	240	25200	40	554.3652	0.078983
741	18	24960	95	3	4	34	0	240	240	25200	48	879.9999	0.125378
744	18	24480	225	3	4	20	0	360	360	24840	24	220	0.031344
745	18	24480	205	3	4	24	0	360	360	24840	31	329.6275	0.046963
746	18	24480	190	3	4	27	0	360	360	24840	36	440	0.062689
747	18	24840	225	3	4	20	0	120	120	24960	24	220	0.031344
748	18	24840	205	3	4	24	0	120	120	24960	31	329.6275	0.046963
749	18	24840	190	3	4	27	0	120	120	24960	36	440	0.062689
750	18	24960	225	3	4	20	0	120	120	25200	24	220	0.031344
751	18	24960	205	3	4	24	0	120	120	25200	31	329.6275	0.046963
752	18	24960	190	3	4	27	0	120	120	25200	36	440	0.062689
753	18	25200	195	3	4	26	1	80	80	25280	35	415.3046	0.059170
754	18	25280	190	3	4	27	0	80	80	25360	36	440	0.062689
755	18	25360	185	3	4	28	0	80	80	25440	38	493.8833	0.070366
756	18	25440	190	3	4	27	0	240	240	25680	36	440	0.062689
757	18	25680	205	3	4	24	0	120	120	25920	31	329.6275	0.046963
760	18	25200	230	3	4	19	1	80	80	25280	23	207.6523	0.029585
761	18	25280	225	3	4	20	0	80	80	25360	24	220	0.031344
762	18	25360	220	3	4	21	0	80	80	25440	26	246.9416	0.035183
763	18	25440	225	3	4	20	0	240	240	25680	24	220	0.031344
764	18	25680	240	3	4	17	0	120	120	25920	19	164.8137	0.023481
765	19	25920	120	3	4	29	1	240	240	26160	40	554.3652	0.078983
766	19	25920	85	3	4	36	1	240	240	26160	52	1108.730	0.157967
768	19	26280	120	3	4	29	1	120	120	26400	40	554.3652	0.078983
769	19	26280	95	3	4	34	0	120	120	26400	48	879.9999	0.125378
770	19	26400	120	3	4	29	1	120	120	26640	40	554.3652	0.078983
771	19	26400	95	3	4	34	0	120	120	26640	48	879.9999	0.125378
773	19	26760	120	3	4	29	1	60	60	26880	40	554.3652	0.078983
774	19	26760	100	3	4	33	1	60	60	26880	47	830.6093	0.118341
775	19	26880	120	3	4	29	1	60	60	27000	40	554.3652	0.078983
776	19	26880	95	3	4	34	0	60	60	27000	48	879.9999	0.125378
777	19	27000	120	3	4	29	1	60	60	27120	40	554.3652	0.078983
778	19	27000	95	3	4	34	0	60	60	27120	48	879.9999	0.125378
779	19	27000	90	3	4	35	0	60	60	27120	50	987.7666	0.140732
780	19	27120	120	3	4	29	1	60	60	27240	40	554.3652	0.078983
781	19	27120	95	3	4	34	0	60	60	27240	48	879.9999	0.125378
782	19	27120	85	3	4	36	1	60	60	27240	52	1108.730	0.157967
783	19	27240	115	3	4	30	0	60	60	27360	41	587.3295	0.083680
784	19	27240	95	3	4	34	0	60	60	27360	48	879.9999	0.125378
785	19	27240	80	3	4	37	0	60	60	27360	53	1174.659	0.167360
786	19	25920	260	3	4	13	0	240	240	26160	12	110	0.015672
787	19	25920	225	3	4	20	0	240	240	26160	24	220	0.031344
789	19	26280	225	3	4	20	0	120	120	26400	24	220	0.031344
790	19	26280	205	3	4	24	0	120	120	26400	31	329.6275	0.046963
791	19	26280	190	3	4	27	0	120	120	26400	36	440	0.062689
792	19	26400	225	3	4	20	0	240	240	26640	24	220	0.031344
793	19	26400	205	3	4	24	0	240	240	26640	31	329.6275	0.046963
794	19	26400	190	3	4	27	0	240	240	26640	36	440	0.062689
796	19	26760	225	3	4	20	0	60	60	26880	24	220	0.031344
797	19	26760	205	3	4	24	0	60	60	26880	31	329.6275	0.046963
798	19	26760	190	3	4	27	0	60	60	26880	36	440	0.062689
799	19	26880	225	3	4	20	0	60	60	27000	24	220	0.031344
800	19	26880	205	3	4	24	0	60	60	27000	31	329.6275	0.046963
801	19	26880	190	3	4	27	0	60	60	27000	36	440	0.062689
802	19	27000	225	3	4	20	0	60	60	27120	24	220	0.031344
803	19	27000	205	3	4	24	0	60	60	27120	31	329.6275	0.046963
804	19	27000	190	3	4	27	0	60	60	27120	36	440	0.062689
805	19	27120	225	3	4	20	0	60	60	27240	24	220	0.031344
806	19	27120	205	3	4	24	0	60	60	27240	31	329.6275	0.046963
807	19	27120	190	3	4	27	0	60	60	27240	36	440	0.062689
808	19	27240	225	3	4	20	0	120	120	27360	24	220	0.031344
809	19	27240	205	3	4	24	0	120	120	27360	31	329.6275	0.046963
810	19	27240	185	3	4	28	0	120	120	27360	38	493.8833	0.070366
813	20	27360	115	3	4	30	1	360	360	27720	42	622.2539	0.088656
814	20	27360	95	3	4	34	0	360	360	27720	48	879.9999	0.125378
815	20	27360	70	3	4	39	1	360	360	27720	57	1479.977	0.210861
816	20	27720	110	3	4	31	0	120	120	27840	43	659.2551	0.093927
817	20	27720	95	3	4	34	0	120	120	27840	48	879.9999	0.125378
818	20	27720	75	3	4	38	0	120	120	27840	55	1318.510	0.187855
819	20	27840	110	3	4	31	0	240	240	28080	43	659.2551	0.093927
820	20	27840	95	3	4	34	0	240	240	28080	48	879.9999	0.125378
821	20	27840	75	3	4	38	0	240	240	28080	55	1318.510	0.187855
824	20	27360	225	3	4	20	0	360	360	27720	24	220	0.031344
825	20	27360	210	3	4	23	1	360	360	27720	30	311.1269	0.044328
826	20	27360	200	3	4	25	1	360	360	27720	33	369.9944	0.052715
827	20	27360	180	3	4	29	0	360	360	27720	39	523.2511	0.074550
828	20	27720	205	3	4	24	0	120	120	27840	31	329.6275	0.046963
829	20	27720	190	3	4	27	0	120	120	27840	36	440	0.062689
830	20	27720	180	3	4	29	1	120	120	27840	40	554.3652	0.078983
831	20	27840	205	3	4	24	0	120	120	28080	31	329.6275	0.046963
832	20	27840	190	3	4	27	0	120	120	28080	36	440	0.062689
833	20	27840	180	3	4	29	1	120	120	28080	40	554.3652	0.078983
834	20	28080	195	3	4	26	1	80	80	28160	35	415.3046	0.059170
835	20	28160	190	3	4	27	0	80	80	28240	36	440	0.062689
836	20	28240	185	3	4	28	-2	80	80	28320	38	493.8833	0.070366
837	20	28320	190	3	4	27	0	240	240	28560	36	440	0.062689
838	20	28560	205	3	4	24	0	120	120	28800	31	329.6275	0.046963
841	20	28080	230	3	4	19	1	80	80	28160	23	207.6523	0.029585
842	20	28160	225	3	4	20	0	40	40	28240	24	220	0.031344
843	20	28240	220	3	4	21	-2	80	80	28320	26	246.9416	0.035183
844	20	28320	225	3	4	20	0	120	120	28560	24	220	0.031344
845	20	28560	240	3	4	17	0	240	240	28800	19	164.8137	0.023481
846	21	28800	85	3	4	36	1	240	240	29040	52	1108.730	0.157967
847	21	28800	70	3	4	39	0	240	240	29040	56	1396.912	0.199026
848	21	28800	50	3	4	43	1	240	240	29040	64	2217.461	0.315934
849	21	29040	100	3	4	33	1	80	80	29120	47	830.6093	0.118341
850	21	29040	85	3	4	36	1	80	80	29120	52	1108.730	0.157967
851	21	29040	65	3	4	40	1	80	80	29120	59	1661.218	0.236683
852	21	29120	100	3	4	33	1	80	80	29200	47	830.6093	0.118341
853	21	29120	85	3	4	36	1	80	80	29200	52	1108.730	0.157967
854	21	29120	65	3	4	40	1	80	80	29200	59	1661.218	0.236683
855	21	29200	100	3	4	33	1	80	80	29280	47	830.6093	0.118341
